sample_row,doi,doi_url,openalex_id,openalex_url,openalex_matched,citation_history_retrieved,title,authors,journal,publisher,publication_year,retraction_year,retraction_year_stratum,fixed_minus_5_to_plus_5_cohort,post_retraction_citing_works_years_plus_1_to_plus_5,top_200_post_retraction_rank,sample_random_seed,retraction_cutoff_year,openalex_retrieved_date,calendar_year_relative_minus_5,included_in_denominator_relative_minus_5,citing_works_relative_minus_5,calendar_year_relative_minus_4,included_in_denominator_relative_minus_4,citing_works_relative_minus_4,calendar_year_relative_minus_3,included_in_denominator_relative_minus_3,citing_works_relative_minus_3,calendar_year_relative_minus_2,included_in_denominator_relative_minus_2,citing_works_relative_minus_2,calendar_year_relative_minus_1,included_in_denominator_relative_minus_1,citing_works_relative_minus_1,calendar_year_relative_zero,included_in_denominator_relative_zero,citing_works_relative_zero,calendar_year_relative_plus_1,included_in_denominator_relative_plus_1,citing_works_relative_plus_1,calendar_year_relative_plus_2,included_in_denominator_relative_plus_2,citing_works_relative_plus_2,calendar_year_relative_plus_3,included_in_denominator_relative_plus_3,citing_works_relative_plus_3,calendar_year_relative_plus_4,included_in_denominator_relative_plus_4,citing_works_relative_plus_4,calendar_year_relative_plus_5,included_in_denominator_relative_plus_5,citing_works_relative_plus_5
4939,10.1673/031.011.17701,https://doi.org/10.1673/031.011.17701,W2147213942,https://openalex.org/W2147213942,TRUE,TRUE,"Molecular phylogeny and identification of the peach fruit fly, Bactrocera zonata, established in Egypt",Emtithal M Abd-El-Samie;Zaki A El Fiky,Journal of Insect Science,Oxford University Press,2011,2015,2015,FALSE,1,,20260712,2020,2026-07-18,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,1,2015,TRUE,1,2016,TRUE,0,2017,TRUE,1,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4940,10.18632/oncotarget.2138,https://doi.org/10.18632/oncotarget.2138,W4206756421,https://openalex.org/W4206756421,TRUE,TRUE,Guggulsterone Inhibits Prostate Cancer Growth Via Inactivation of Akt Regulated by ATP Citrate lLyase Signaling,Yajuan Gao;Yan Zeng;Jian Tian;Mohammad Shyful Islam;Guoqin Jiang;Dong Xiao,Oncotarget,Impact Journals,2014,2015,2015,FALSE,1,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,1,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4941,10.2105/ajph.2015.302623,https://doi.org/10.2105/ajph.2015.302623,W2207055834,https://openalex.org/W2207055834,TRUE,TRUE,Child Farm Laborers,Aung Zaw Win,American Journal of Public Health,American Public Health Association,2015,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,1,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4942,10.2147/ndt.s54115,https://doi.org/10.2147/ndt.s54115,W2067071181,https://openalex.org/W2067071181,TRUE,TRUE,A Cross-sectional Study on Perception of Stigma by Chinese Schizophrenia Patients,Zhibin Ren;Heqiu Wang;Bin Feng;Chenyu Gu;Yongchun Ma;Hong Chen;Bingling Li;Lanying Liu,Neuropsychiatric Disease and Treatment,Taylor and Francis - Dove Press,2013,2015,2015,FALSE,3,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,1,2017,TRUE,0,2018,TRUE,1,2019,TRUE,0,2020,TRUE,1
4943,10.2174/1874836801408010476,https://doi.org/10.2174/1874836801408010476,W1571096360,https://openalex.org/W1571096360,TRUE,TRUE,Bracket Structure Stress Analysis of Rotating Construction Cable-stayed Bridge of Thousands of Tons,Lifeng Wang;Erqiang Wang;Dongpo He,The Open Construction and Building Technology Journal,Bentham Open,2014,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4944,10.2174/1874836801509010017,https://doi.org/10.2174/1874836801509010017,W651642627,https://openalex.org/W651642627,TRUE,TRUE,Research on Initial Stiffness of Top-and-Seat Angle Semirigid Connections,Liu Wei;Shu Ganping,The Open Construction and Building Technology Journal,Bentham Open,2015,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4945,10.2185/jrm.2891r,https://doi.org/10.2185/jrm.2891r,W2104791232,https://openalex.org/W2104791232,TRUE,TRUE,"The effects of coaching on salivary cortisol stress marker in mothers with young children, a randomized controlled trial",Junko Ohashi;Toshiki Katsura,Journal of Rural Medicine,Japanese Association of Rural Medicine,2015,2015,2015,FALSE,4,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,1,2017,TRUE,1,2018,TRUE,0,2019,TRUE,2,2020,TRUE,0
4946,10.2298/abs0501001r,https://doi.org/10.2298/abs0501001r,W2071365444,https://openalex.org/W2071365444,TRUE,TRUE,Mitochondrial superoxide production and MnSOD activity following exposure to an agonist and antagonists of ionotropic receptors in rat brain,Lidija L Radenovic;Vesna M Selakovic,Archives of Biological Sciences,Serbian Biological Society,2005,2015,2015,TRUE,0,,20260712,2020,2026-07-18,2010,TRUE,0,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4947,10.2298/abs0503181n,https://doi.org/10.2298/abs0503181n,W1991776220,https://openalex.org/W1991776220,TRUE,TRUE,Modification of the acetylcholine-induced current of the snail Helix pomatia L. by fast temperature changes,M Nedeljkovic;Gordana Kartelija;Lidija L Radenovic,Archives of Biological Sciences,Serbian Biological Society,2005,2015,2015,TRUE,0,,20260712,2020,2026-07-18,2010,TRUE,0,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,1,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4948,10.2298/abs0701029r,https://doi.org/10.2298/abs0701029r,W2153014600,https://openalex.org/W2153014600,TRUE,TRUE,Effect of glutamate antagonists on nitric oxide production in rat brain following intrahippocampal injection,Lidija L Radenovic;Vesna M Selakovic;Branka Janac;Dajana Todorovic,Archives of Biological Sciences,Serbian Biological Society,2007,2015,2015,TRUE,2,,20260712,2020,2026-07-18,2010,TRUE,0,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,2,2016,TRUE,1,2017,TRUE,0,2018,TRUE,0,2019,TRUE,1,2020,TRUE,0
4949,10.2298/abs1303223l,https://doi.org/10.2298/abs1303223l,W1972843768,https://openalex.org/W1972843768,TRUE,TRUE,Anticoagulant effect of Huisheng Oral Solution in a rat model of thrombosis,Shuang-Qing Liu;Jiang-Ying Guo;Qun Deng;Zhong-Jie He;Shu-Hong Lei,Archives of Biological Sciences,Serbian Biological Society,2013,2015,2015,FALSE,2,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,1,2018,TRUE,1,2019,TRUE,0,2020,TRUE,0
4950,10.2298/abs1402785p,https://doi.org/10.2298/abs1402785p,W4254003460,https://openalex.org/W4254003460,TRUE,TRUE,A school garden in biotechnical education,M Pogacnik;D Znidarcic;Jelka Strgar,Archives of Biological Sciences,Serbian Biological Society,2014,2015,2015,FALSE,1,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,1,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,1
4951,10.2298/abs1404479o,https://doi.org/10.2298/abs1404479o,W2026580419,https://openalex.org/W2026580419,TRUE,TRUE,The selectivity of DNA insecticides,V Oberemok;P Nyadar,Archives of Biological Sciences,Serbian Biological Society,2014,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4952,10.2298/sos1403291b,https://doi.org/10.2298/sos1403291b,W2018204897,https://openalex.org/W2018204897,TRUE,TRUE,Multiphase composites obtained by sintering reaction of boehmite and zircon part i: development and microstructural characterization,H Belhouchet;H Makri;M Hamidouche;N Bouaouadja;V Garnier;G Fantozzi,Science of Sintering,"International Institute for the Science of Sintering, Beograd",2014,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4953,10.2308/acch-10452.s02,https://doi.org/10.2308/acch-10452.s02,,,FALSE,FALSE,Hierarchical and Gender Differences in Private Accounting Practice,James E Hunton;Presha E Neidermeyer;Benson Wier,Accounting Horizons,American Accounting Association,1996,2015,2015,FALSE,,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,FALSE,,2018,FALSE,,2019,FALSE,,2020,FALSE,
4954,10.2308/acch.2005.19.2.85,https://doi.org/10.2308/acch.2005.19.2.85,W1943706183,https://openalex.org/W1943706183,TRUE,TRUE,Does Graduate Business Education Contribute to Professional Accounting Success?,Benson Weir;Dan N Stone;James E Hunton,Accounting Horizons,American Accounting Association,2005,2015,2015,TRUE,4,,20260712,2020,2026-07-18,2010,TRUE,3,2011,TRUE,0,2012,TRUE,3,2013,TRUE,5,2014,TRUE,5,2015,TRUE,1,2016,TRUE,0,2017,TRUE,1,2018,TRUE,1,2019,TRUE,0,2020,TRUE,2
4955,10.2308/acch.2009.23.1.1,https://doi.org/10.2308/acch.2009.23.1.1,W2154719360,https://openalex.org/W2154719360,TRUE,TRUE,The Impact of Client and Auditor Gender on Auditors’ Judgments,Anna Gold;James E Hunton;Mohamed I Gomaa,Accounting Horizons,American Accounting Association,2009,2015,2015,TRUE,29,,20260712,2020,2026-07-18,2010,TRUE,6,2011,TRUE,10,2012,TRUE,4,2013,TRUE,10,2014,TRUE,10,2015,TRUE,8,2016,TRUE,3,2017,TRUE,8,2018,TRUE,4,2019,TRUE,3,2020,TRUE,11
4956,10.2308/isys-50244,https://doi.org/10.2308/isys-50244,W2116754987,https://openalex.org/W2116754987,TRUE,TRUE,The Dark Side of Online Knowledge Sharing,Antionette L Smith;Ryan J Baxter;Scott R Boss;James E Hunton,Journal of Information Systems,American Accounting Association,2012,2015,2015,FALSE,9,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,TRUE,1,2013,TRUE,0,2014,TRUE,3,2015,TRUE,0,2016,TRUE,3,2017,TRUE,3,2018,TRUE,2,2019,TRUE,1,2020,TRUE,0
4957,10.2308/jis.2003.17.2.87,https://doi.org/10.2308/jis.2003.17.2.87,W2195310297,https://openalex.org/W2195310297,TRUE,TRUE,Extending the Accounting Brand to Privacy Services,Marilyn M Greenstein;James E Hunton,Journal of Information Systems,American Accounting Association,2003,2015,2015,TRUE,2,,20260712,2020,2026-07-18,2010,TRUE,0,2011,TRUE,2,2012,TRUE,0,2013,TRUE,0,2014,TRUE,2,2015,TRUE,0,2016,TRUE,0,2017,TRUE,1,2018,TRUE,0,2019,TRUE,1,2020,TRUE,0
4958,10.2323/jgam.61.10,https://doi.org/10.2323/jgam.61.10,W2159005328,https://openalex.org/W2159005328,TRUE,TRUE,Nar is the Dominant Dissimilatory Nitrate Reductase Under High Pressure Conditions in the Deep-sea Denitrifier Pseudomonas sp. MT-1,Yuji Oikawa;Yui Sinmura;Hikari Ishizaka;Ryota Midorikawa;Jun Kawamoto;Tatsuo Kurihara;Chiaki Kato;Koki Horikoshi;Hideyuki Tamegai,The Journal of General and Applied Microbiology,"Applied Microbiology, Molecular and Cellular Biosciences Research Foundation",2015,2015,2015,FALSE,2,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,1,2016,TRUE,0,2017,TRUE,1,2018,TRUE,0,2019,TRUE,0,2020,TRUE,1
4959,10.2355/isijinternational.52.759,https://doi.org/10.2355/isijinternational.52.759,W2056567648,https://openalex.org/W2056567648,TRUE,TRUE,Gaseous Pre-reduction for the Magnetic Beneficiation of Ferruginous Low-grade Mn Ore,Yubo Gao;Hang Goo Kim;Hong Yong Sohn;Chan Wook Kim,ISIJ International,The Iron and Steel Institute of Japan,2012,2015,2015,FALSE,4,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,TRUE,0,2013,TRUE,0,2014,TRUE,1,2015,TRUE,0,2016,TRUE,1,2017,TRUE,0,2018,TRUE,2,2019,TRUE,0,2020,TRUE,1
4960,10.3109/17549507.2013.763291,https://doi.org/10.3109/17549507.2013.763291,W2015128451,https://openalex.org/W2015128451,TRUE,TRUE,Language Abilities of Patients with Primary Progressive Multiple Sclerosis: A Preliminary Group and Case Investigation,Caroline H S Barwood;Bruce E Murdoch,International Journal of Speech-Language Pathology,Taylor and Francis,2013,2015,2015,FALSE,2,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,TRUE,0,2014,TRUE,1,2015,TRUE,0,2016,TRUE,0,2017,TRUE,1,2018,TRUE,0,2019,TRUE,1,2020,TRUE,0
4961,10.3171/2014.10.jns145,https://doi.org/10.3171/2014.10.jns145,W2177864491,https://openalex.org/W2177864491,TRUE,TRUE,"Anatomy of the Subthalamic Nucleus, with Correlation of Deep Brain Stimulation",Akin Akakin;Baran Yilmaz;Turker Kilic;Albert L Rhoton Jr,Journal of Neurosurgery,American Association of Neurological Surgeons,2015,2015,2015,FALSE,1,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,1,2016,TRUE,1,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4962,10.3357/amhp.4075.2015,https://doi.org/10.3357/amhp.4075.2015,W2175945911,https://openalex.org/W2175945911,TRUE,TRUE,The risk of prostate cancer in pilots: a meta-analysis,David Raslau;Douglas T Summerfield;Abd M Abu Dabrh;Lawrence W Steinkraus;Mohammad H Murad,Aerospace Medicine and Human Performance,Aerospace Medical Association,2015,2015,2015,FALSE,2,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,1,2016,TRUE,0,2017,TRUE,1,2018,TRUE,0,2019,TRUE,1,2020,TRUE,0
4963,10.3365/met.mat.2008.04.151,https://doi.org/10.3365/met.mat.2008.04.151,W1860062521,https://openalex.org/W1860062521,TRUE,TRUE,Microstructure of carbide precipitates in L1(2)-Ni3Al and L1(0)-TiAl,Chang-Suk Han,Metals and Materials International,Springer,2008,2015,2015,TRUE,1,,20260712,2020,2026-07-18,2010,TRUE,0,2011,TRUE,0,2012,TRUE,1,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,1,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4964,10.3366/nfs.2004-3.003,https://doi.org/10.3366/nfs.2004-3.003,W2284482428,https://openalex.org/W2284482428,TRUE,TRUE,Le postmoderne a la derive: parcours dubouchettien,Richard Lawrence Etienne Barnett,Nottingham French Studies,Edinburgh University Press,2012,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4965,10.3389/fnins.2015.00380,https://doi.org/10.3389/fnins.2015.00380,W2145930696,https://openalex.org/W2145930696,TRUE,TRUE,Benchmarking neuromorphic systems with Nengo,Trevor Bekolay;Terrence C Stewart;Chris Eliasmith,Frontiers in Neuroscience,Frontiers,2015,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4966,10.3390/ijerph120809375,https://doi.org/10.3390/ijerph120809375,W2167430611,https://openalex.org/W2167430611,TRUE,TRUE,Evidence of Coal-Fly-Ash Toxic Chemical Geoengineering in the Troposphere: Consequences for Public Health,J Marvin Herndon,International Journal of Environmental Research and Public Health,MDPI,2015,2015,2015,FALSE,5,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,2,2016,TRUE,0,2017,TRUE,0,2018,TRUE,1,2019,TRUE,2,2020,TRUE,2
4967,10.3390/ijms11114687,https://doi.org/10.3390/ijms11114687,W2001556743,https://openalex.org/W2001556743,TRUE,TRUE,Hybrid Endovascular Repair in Aortic Arch Pathologies: A Retrospective Study,Xiaohui Ma;Wei Guo;Xiaoping Liu;Tai Yin;Xin Jia;Jiang Xiong;Hongpeng Zhang;Lijun Wang,International Journal of Molecular Sciences,MDPI,2010,2015,2015,TRUE,1,,20260712,2020,2026-07-18,2010,TRUE,0,2011,TRUE,1,2012,TRUE,1,2013,TRUE,0,2014,TRUE,0,2015,TRUE,1,2016,TRUE,0,2017,TRUE,1,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4968,10.3758/s13414-012-0292-1,https://doi.org/10.3758/s13414-012-0292-1,W2018988333,https://openalex.org/W2018988333,TRUE,TRUE,The Plateau in Mnemonic Resolution Across Large Set Sizes Indicates Discrete Resource Limits in Visual Working Memory,David E Anderson;Edward Awh,"Attention, Perception & Psychophysics",Springer,2012,2015,2015,FALSE,6,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,TRUE,2,2013,TRUE,4,2014,TRUE,10,2015,TRUE,8,2016,TRUE,1,2017,TRUE,2,2018,TRUE,1,2019,TRUE,0,2020,TRUE,2
4969,10.4014/kjmb.1401.01001,https://doi.org/10.4014/kjmb.1401.01001,W2768673445,https://openalex.org/W2768673445,TRUE,TRUE,Effects of Cynanchum wilfordii and Phlomis umbrosa Extracts on Bone Growth andSerum Insulin Like Growth Factor-I,Yong Koo Kang;Sang Keun Hong,Microbiology and Technology Letters,Korean Society for Microbiology and Biotechnology,2014,2015,2015,FALSE,1,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,1,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,1,2020,TRUE,0
4970,10.4048/jbc.2014.17.3.244,https://doi.org/10.4048/jbc.2014.17.3.244,W2100229995,https://openalex.org/W2100229995,TRUE,TRUE,Clinical significance of the axillary arch in sentinel lymph node biopsy,Won Ho Kil;Jeong Eon Lee;Seok Jin Nam,Journal of Breast Cancer,Korean Breast Cancer Society,2014,2015,2015,FALSE,5,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,0,2016,TRUE,1,2017,TRUE,0,2018,TRUE,1,2019,TRUE,2,2020,TRUE,1
4971,10.4103/0366-6999.156131,https://doi.org/10.4103/0366-6999.156131,W1547200554,https://openalex.org/W1547200554,TRUE,TRUE,MreBCD Associated Cytoskeleton is Required for Proper Segregation of the Chromosomal Terminus during the Division Cycle of Escherichia Coli,Yu-Jia Huo;Ling Qiao;Xiao-Wei Zheng;Cheng Cui;Yuan-Fang Ma;Feng Lu,Chinese Medical Journal,Wolters Kluwer - Medknow,2015,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,2,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4972,10.4103/0970-0218.42051,https://doi.org/10.4103/0970-0218.42051,W2053178737,https://openalex.org/W2053178737,TRUE,TRUE,"Profile of Clients Tested HIV Positive in a Voluntary Counseling and Testing Center of a District Hospital, Udupi, South Kannada",A Kumar;P Kumar;M Gupta;A Kamath;A Maheshwari;S Singh,Indian Journal of Community Medicine: Official Publication of Indian Association of Preventive & Social Medicine,Wolters Kluwer,2007,2015,2015,TRUE,9,,20260712,2020,2026-07-18,2010,TRUE,2,2011,TRUE,3,2012,TRUE,1,2013,TRUE,2,2014,TRUE,6,2015,TRUE,1,2016,TRUE,1,2017,TRUE,2,2018,TRUE,4,2019,TRUE,1,2020,TRUE,1
4973,10.4103/0972-124x.147399,https://doi.org/10.4103/0972-124x.147399,W1587788218,https://openalex.org/W1587788218,TRUE,TRUE,Neutrophil extracellular traps: Their role in periodontal disease,Lakshmi K Kolaparthy;Sanhitya Sanivarapu;Chakrapani Swarna;Narasimha S Devulapalli,Journal of Indian Society of Periodontology,Wolters Kluwer,2014,2015,2015,FALSE,3,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,2,2016,TRUE,1,2017,TRUE,1,2018,TRUE,1,2019,TRUE,0,2020,TRUE,0
4974,10.4103/1450-1147.138579,https://doi.org/10.4103/1450-1147.138579,W2139604188,https://openalex.org/W2139604188,TRUE,TRUE,Multilocular Disseminated Tarlov Cysts: Importance of Imaging,Subramanyam Padma;P Shanmuga Sundaram,World Journal of Nuclear Medicine,Wolters Kluwer - Medknow,2014,2015,2015,FALSE,3,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,1,2016,TRUE,2,2017,TRUE,1,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4975,10.4161/rna.29034,https://doi.org/10.4161/rna.29034,W4206602710,https://openalex.org/W4206602710,TRUE,TRUE,"mRNP granules - Assembly, function, and connections with disease",J Ross Buchan,RNA Biology,Taylor and Francis,2014,2015,2015,FALSE,8,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,3,2015,TRUE,3,2016,TRUE,2,2017,TRUE,1,2018,TRUE,2,2019,TRUE,2,2020,TRUE,1
4976,10.4236/ojsta.2013.21001,https://doi.org/10.4236/ojsta.2013.21001,W2065423306,https://openalex.org/W2065423306,TRUE,TRUE,Intercalation of Amines into Layered Calcium Phosphate and Their New Behavior for Copper Retention from Ethanolic Solution,Camila F N da Silva;Ana Paula B Dias;Ana Paula R Santana;Jessica S Pizzo;Fernando M de Souza;Angelica M Lazarin;Rosana L Sernaglia;Elza I S Andreotti,Open Journal of Synthesis Theory and Applications,Scientific Research Publishing (SCIRP),2013,2015,2015,FALSE,4,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,TRUE,0,2014,TRUE,1,2015,TRUE,0,2016,TRUE,1,2017,TRUE,1,2018,TRUE,0,2019,TRUE,0,2020,TRUE,2
4977,10.4293/108680813x13654754534477,https://doi.org/10.4293/108680813x13654754534477,W2022942139,https://openalex.org/W2022942139,TRUE,TRUE,Cost Effective Laparoendoscopic Single-site Surgery with a Reusable Platform,Christian Schwentner;Tilman Todenhofer;James R Seibold;Saladin Helmut Alloussi;Stefan Aufderklamm;Johannes Mischinger;Arnulf Stenzl;Georgios Gakis,JSLS: Journal of the Society of Laparoendoscopic Surgeons,Society of Laparoendoscopic Surgeons,2013,2015,2015,FALSE,2,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,TRUE,0,2014,TRUE,4,2015,TRUE,0,2016,TRUE,1,2017,TRUE,1,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4978,10.4315/0362-028x.jfp-15-157,https://doi.org/10.4315/0362-028x.jfp-15-157,W4252996938,https://openalex.org/W4252996938,TRUE,TRUE,Evaluation of Selected Nutrients and Contaminants in Distillers Grains from Ethanol Production in Texas,Kyung-Min Lee;Timothy J Herrman;Lynn Post,Journal of Food Protection,International Association for Food Protection,2015,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4979,10.5055/jom.2015.0257,https://doi.org/10.5055/jom.2015.0257,W1909539113,https://openalex.org/W1909539113,TRUE,TRUE,Evaluating motives: Two simple tests to identify and avoid entanglement in legally dubious urine drug testing schemes,Michael Barnes;Stacey Worthey,Journal of Opioid Management,Weston Medical Publishing LLC,2015,2015,2015,FALSE,1,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,0,2017,TRUE,1,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4980,10.5152/tjg.2014.7674,https://doi.org/10.5152/tjg.2014.7674,W2108480274,https://openalex.org/W2108480274,TRUE,TRUE,Fatty Liver Disease Might Increase the Risk of Abdominal Operation in Patients With Fatty Liver and the Prevalence of Cancer in First-degree Relatives,Metin Basaranoglu;Billur Canbakan;Kemal Yildiz;Bahadır Ceylan;Birol Baysal;Omer Uysal;Hakan Senturk,Turkish Journal of Gastroenterology,AVES Yayincilik Ltd,2014,2015,2015,FALSE,1,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,1,2019,TRUE,0,2020,TRUE,0
4981,10.5296/ijld.v5i2.6876,https://doi.org/10.5296/ijld.v5i2.6876,W1638083428,https://openalex.org/W1638083428,TRUE,TRUE,Foreign Direct Investment within the Country of Libya as Post-Conflict Region: The Image of Oil Industry after (2011),Mohamed Almnfi;Lihua Yang,International Journal of Learning and Development,Macrothink Institute,2015,2015,2015,FALSE,1,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,0,2017,TRUE,1,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4982,10.5376/jmr.2013.03.0004,https://doi.org/10.5376/jmr.2013.03.0004,W2328448284,https://openalex.org/W2328448284,TRUE,TRUE,Cloning and Expression of the Recombinant Transferrin Protein from Culex quinquefasciatus Say (Diptera: Culicidae) and Study of Its Antimicrobial Activity,Emtithal M Abd El-Samiee;Heba M Hamama;Nawal M Zohdy;Mohamed M Shamseldean,Journal of Mosquito Research,BioPublisher,2013,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
